GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNHE001,RR7E001,NAME_M,RNHM001,RR7M001
"G0500630","2005-2009",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County, Arkansas",34798,80200,"Independence County, Arkansas",1593,3284
"G0500650","2005-2009",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",32269,77800,"Izard County, Arkansas",1844,5117
"G0500670","2005-2009",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",28680,61000,"Jackson County, Arkansas",4312,3707
"G0500690","2005-2009",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",35265,72900,"Jefferson County, Arkansas",1307,2415
"G0500710","2005-2009",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",30953,77100,"Johnson County, Arkansas",2396,3907
"G0500730","2005-2009",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",26491,43800,"Lafayette County, Arkansas",3510,4222
"G0500750","2005-2009",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",29119,56600,"Lawrence County, Arkansas",2317,3317
"G0500770","2005-2009",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",26283,52500,"Lee County, Arkansas",6122,6830
"G0500790","2005-2009",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",34876,64900,"Lincoln County, Arkansas",3719,10757
"G0500810","2005-2009",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",32884,73200,"Little River County, Arkansas",3307,4958
"G0500830","2005-2009",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",35716,75400,"Logan County, Arkansas",2326,2797
"G0500850","2005-2009",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",50295,115000,"Lonoke County, Arkansas",1771,3340
"G0500870","2005-2009",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",36667,99100,"Madison County, Arkansas",5129,9181
"G0500890","2005-2009",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",31772,93200,"Marion County, Arkansas",3060,6859
"G0500910","2005-2009",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",39090,86000,"Miller County, Arkansas",2732,5225
"G0500930","2005-2009",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",32940,65600,"Mississippi County, Arkansas",2077,2302
"G0500950","2005-2009",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",29607,51000,"Monroe County, Arkansas",2922,4348
"G0500970","2005-2009",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",36095,77700,"Montgomery County, Arkansas",1939,6140
"G0500990","2005-2009",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",32969,56700,"Nevada County, Arkansas",3126,8183
"G0501010","2005-2009",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",28166,76200,"Newton County, Arkansas",3857,5175
"G0501030","2005-2009",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",30167,58100,"Ouachita County, Arkansas",2266,3726
"G0501050","2005-2009",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",44921,83800,"Perry County, Arkansas",2691,6257
"G0501070","2005-2009",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",26336,56600,"Phillips County, Arkansas",1305,5626
"G0501090","2005-2009",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",33024,72100,"Pike County, Arkansas",2872,3723
"G0501110","2005-2009",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",31894,64100,"Poinsett County, Arkansas",2053,3475
"G0501130","2005-2009",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",33274,78700,"Polk County, Arkansas",2677,4369
"G0501150","2005-2009",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",38511,93500,"Pope County, Arkansas",1515,4079
"G0501170","2005-2009",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",32176,69900,"Prairie County, Arkansas",2311,4460
"G0501190","2005-2009",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",44370,127000,"Pulaski County, Arkansas",752,2364
"G0501210","2005-2009",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",28427,68100,"Randolph County, Arkansas",2935,5146
"G0501230","2005-2009",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",27016,61300,"St. Francis County, Arkansas",2244,3979
"G0501250","2005-2009",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",51082,123100,"Saline County, Arkansas",1438,3285
"G0501270","2005-2009",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",33969,67900,"Scott County, Arkansas",7405,5300
"G0501290","2005-2009",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",27071,67300,"Searcy County, Arkansas",2647,10246
"G0501310","2005-2009",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",39131,103600,"Sebastian County, Arkansas",1119,2553
"G0501330","2005-2009",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",34090,71900,"Sevier County, Arkansas",2190,4221
"G0501350","2005-2009",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",29589,74300,"Sharp County, Arkansas",2812,3723
"G0501370","2005-2009",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",27167,79400,"Stone County, Arkansas",3160,9636
"G0501390","2005-2009",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",35732,67200,"Union County, Arkansas",2238,3100
"G0501410","2005-2009",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",30531,75900,"Van Buren County, Arkansas",1808,5300
"G0501430","2005-2009",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",43317,152100,"Washington County, Arkansas",975,3135
"G0501450","2005-2009",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",38417,90300,"White County, Arkansas",1718,2486
"G0501470","2005-2009",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",27880,53700,"Woodruff County, Arkansas",2438,5240
"G0501490","2005-2009",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",36398,71200,"Yell County, Arkansas",1701,3428
"G0600010","2005-2009",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",68863,606700,"Alameda County, California",672,2785
"G0600030","2005-2009",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",54605,433300,"Alpine County, California",17009,48956
"G0600050","2005-2009",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",57347,354500,"Amador County, California",3857,8483
"G0600070","2005-2009",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",42002,273600,"Butte County, California",1295,5413
"G0600090","2005-2009",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",57676,370100,"Calaveras County, California",3490,9290
"G0600110","2005-2009",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",47150,290800,"Colusa County, California",4129,16167
"G0600130","2005-2009",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",77838,574700,"Contra Costa County, California",718,3145
"G0600150","2005-2009",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",38408,246600,"Del Norte County, California",4044,14557
"G0600170","2005-2009",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",70765,471200,"El Dorado County, California",1640,7143
"G0600190","2005-2009",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",46230,268800,"Fresno County, California",597,2787
"G0600210","2005-2009",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",40973,244800,"Glenn County, California",1743,9805
"G0600230","2005-2009",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",39124,327900,"Humboldt County, California",1423,4889
"G0600250","2005-2009",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",37595,205800,"Imperial County, California",1447,6253
"G0600270","2005-2009",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",44952,303500,"Inyo County, California",4864,14938
"G0600290","2005-2009",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",46216,226800,"Kern County, California",773,2027
"G0600310","2005-2009",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",46595,221300,"Kings County, California",1639,4306
"G0600330","2005-2009",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",41182,295100,"Lake County, California",2052,17277
"G0600350","2005-2009",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",48653,225200,"Lassen County, California",3412,11611
"G0600370","2005-2009",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",54828,521900,"Los Angeles County, California",244,2164
"G0600390","2005-2009",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",46083,297000,"Madera County, California",1744,7686
"G0600410","2005-2009",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",87728,880000,"Marin County, California",1569,9102
"G0600430","2005-2009",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",47808,287000,"Mariposa County, California",6551,28490
"G0600450","2005-2009",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",43404,421500,"Mendocino County, California",1169,14521
"G0600470","2005-2009",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",43848,282900,"Merced County, California",1324,8386
"G0600490","2005-2009",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",34007,160100,"Modoc County, California",2086,16136
"G0600510","2005-2009",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",51970,464400,"Mono County, California",4174,65926
"G0600530","2005-2009",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",59693,608800,"Monterey County, California",1049,6346
"G0600550","2005-2009",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",68416,601800,"Napa County, California",3096,8536
"G0600570","2005-2009",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",58186,457600,"Nevada County, California",1850,7489
"G0600590","2005-2009",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",73738,625700,"Orange County, California",438,1931
"G0600610","2005-2009",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",73550,457100,"Placer County, California",1336,4630
"G0600630","2005-2009",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",44727,284900,"Plumas County, California",2789,20677
"G0600650","2005-2009",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",58155,355800,"Riverside County, California",455,1714
"G0600670","2005-2009",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",56799,346900,"Sacramento County, California",501,1411
"G0600690","2005-2009",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",68567,594900,"San Benito County, California",5086,15120
"G0600710","2005-2009",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",55461,338300,"San Bernardino County, California",538,2178
"G0600730","2005-2009",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",62901,516400,"San Diego County, California",455,2551
"G0600750","2005-2009",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",70040,781500,"San Francisco County, California",1023,6961
"G0600770","2005-2009",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",54540,355000,"San Joaquin County, California",734,3658
"G0600790","2005-2009",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",55555,534300,"San Luis Obispo County, California",1442,7372
"G0600810","2005-2009",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",84426,786500,"San Mateo County, California",1031,5830
"G0600830","2005-2009",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",59350,620800,"Santa Barbara County, California",1060,11646
"G0600850","2005-2009",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",85569,704200,"Santa Clara County, California",864,3012
"G0600870","2005-2009",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",64349,675300,"Santa Cruz County, California",1232,7622
"G0600890","2005-2009",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",44755,269800,"Shasta County, California",1198,5392
"G0600910","2005-2009",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",53750,346400,"Sierra County, California",8418,44407
"G0600930","2005-2009",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",37938,236800,"Siskiyou County, California",1598,6965
"G0600950","2005-2009",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",67920,430700,"Solano County, California",1215,3430
"G0600970","2005-2009",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",63848,564500,"Sonoma County, California",1070,5141
"G0600990","2005-2009",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",51529,321700,"Stanislaus County, California",978,3595
"G0601010","2005-2009",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",52155,279800,"Sutter County, California",1631,7044
"G0601030","2005-2009",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",36949,227900,"Tehama County, California",1028,5735
"G0601050","2005-2009",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",35551,255200,"Trinity County, California",3186,16120
"G0601070","2005-2009",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",43164,217500,"Tulare County, California",884,2580
"G0601090","2005-2009",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",48354,339300,"Tuolumne County, California",3255,8600
"G0601110","2005-2009",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",74828,593200,"Ventura County, California",968,3259
"G0601130","2005-2009",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",56232,413900,"Yolo County, California",1414,7673
"G0601150","2005-2009",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",46410,242900,"Yuba County, California",1866,7481
"G0800010","2005-2009",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",55258,198600,"Adams County, Colorado",948,1303
"G0800030","2005-2009",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",32362,135300,"Alamosa County, Colorado",3699,15119
"G0800050","2005-2009",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",58968,233400,"Arapahoe County, Colorado",738,1221
"G0800070","2005-2009",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",54909,297600,"Archuleta County, Colorado",7431,34508
"G0800090","2005-2009",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",33504,67300,"Baca County, Colorado",3400,10217
"G0800110","2005-2009",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",35647,68000,"Bent County, Colorado",5483,13367
"G0800130","2005-2009",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",65040,350600,"Boulder County, Colorado",1250,4465
"G0800140","2005-2009",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",76240,258000,"Broomfield County, Colorado",3483,7442
"G0800150","2005-2009",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",42808,239900,"Chaffee County, Colorado",3497,12864
"G0800170","2005-2009",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",46313,81700,"Cheyenne County, Colorado",7182,7799
"G0800190","2005-2009",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",62823,281900,"Clear Creek County, Colorado",3964,23233
"G0800210","2005-2009",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",33141,102800,"Conejos County, Colorado",2675,7900
"G0800230","2005-2009",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",23041,103000,"Costilla County, Colorado",5286,17091
"G0800250","2005-2009",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",35494,79600,"Crowley County, Colorado",4154,5989
"G0800270","2005-2009",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",44713,228000,"Custer County, Colorado",4653,10851
"G0800290","2005-2009",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",40658,186900,"Delta County, Colorado",1482,8100
"G0800310","2005-2009",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",45438,236700,"Denver County, Colorado",775,2119
"G0800330","2005-2009",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",41961,121100,"Dolores County, Colorado",3239,34281
"G0800350","2005-2009",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",99522,339800,"Douglas County, Colorado",1394,2949
"G0800370","2005-2009",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",69139,490400,"Eagle County, Colorado",3361,28103
"G0800390","2005-2009",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",74345,335500,"Elbert County, Colorado",2171,10891
"G0800410","2005-2009",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",56570,211900,"El Paso County, Colorado",750,1498
